"domaine_professionnel","grand_domaine","rome","type_structure","id_structure","nombre_de_fiches_de_poste_en_tension","id","id_asp","structure_id_siae","adresse_ligne_1","adresse_ligne_2","ville","code_commune","code_postal","longitude","latitude","département","région"
H14- Méthodes et gestion industrielles,H- Industrie,H1404-Technicien / Technicienne méthodes,ETTI,3905,1,3905,1351,1351,"76 boulevard Francois Mitterrand","",CLERMONT FERRAND,"63113","63000",3.085887,45.771245,"63",Auvergne-Rhône-Alpes
F17- Travaux et gros oeuvre,"F- Construction, Bâtiment et Travaux publics",F1702-Ouvrier / Ouvrière en voiries,ETTI,12190,1,12190,7162,7162,"390 route de St Simon","",TOULOUSE,"31555","31100",1.416684,43.590281,"31",Occitanie
A12- Espaces naturels et espaces verts,"A- Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",A1203-Agent / Agente d'entretien des espaces verts,EI,6783,1,6783,2934,2934,"84 Allée Antoine Petit","",OLIVET,"45232","45160",1.922409,47.847529,"45",Centre-Val de Loire
"N11- Magasinage, manutention des charges et déménagement",N- Transport et Logistique,N1103-Préparateur / Préparatrice de commandes,ETTI,4195,1,4195,1484,1484,"26 boulevard Waldeck Rousseau","",ST BRIEUC,"22278","22000",-2.757234,48.509904,"22",Bretagne
F16- Second oeuvre,"F- Construction, Bâtiment et Travaux publics",F1614-Poseur / Poseuse en fermetures de bâtiment,ETTI,12293,1,12293,7239,7239,"89 Avenue Charles Boutet",ERGOS 08 2126,CHARLEVILLE MEZIERES,"08105","08000",4.709319,49.775067,"08",Grand Est
A12- Espaces naturels et espaces verts,"A- Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",A1203-Agent / Agente d'entretien des espaces verts,ACI,4334,1,4334,1483,1483,"8 Avenue Benoit Frachon","",REIMS,"51454","51100",4.015984,49.286045,"51",Grand Est
F16- Second oeuvre,"F- Construction, Bâtiment et Travaux publics",F1606-Peintre en bâtiment,EI,12084,1,12084,7103,7103,"2 Impasse de la Rondelière","",ARGENTAN,"61474","61200",-0.029126,48.73869,"61",Normandie
D15- Grande distribution,"D- Commerce, Vente et Grande distribution",D1505-Caissier / Caissière,ETTI,2701,1,2701,2755,2755,"45 Rue César Campinchi","",BASTIA,"2B033","20200",9.450515,42.704166,"2B",Corse
F16- Second oeuvre,"F- Construction, Bâtiment et Travaux publics",F1609-Solier / Solière,ETTI,12141,1,12141,7111,7111,"38 Rue du Faubourg-de-Pierre","",STRASBOURG,"67482","67000",7.745576,48.589045,"67",Grand Est
K13- Aide à la vie quotidienne,K- Services à la personne et à la collectivité,K1304-Employé familial / Employée familiale de maison,AI,6099,1,6099,2060,2060,"40 Avenue de la Table de Pierre",Les Grandes Voisines,FRANCHEVILLE,"69089","69340",4.752377,45.747441,"69",Auvergne-Rhône-Alpes
K22- Nettoyage et propreté industriels,K- Services à la personne et à la collectivité,K2204-Agent / Agente de nettoyage industriel,ETTI,10038,1,10038,5496,5496,"1 Bis Rue Joseph Cugnot",ZI CAMPAGNE NORD,PORT JEROME SUR SEINE,"76622","76330",0.583745,49.480835,"76",Normandie
F17- Travaux et gros oeuvre,"F- Construction, Bâtiment et Travaux publics",F1705-Poseur / Poseuse de canalisations,ETTI,11982,1,11982,6985,6985,"101 B RUE DE ROSEL",AFPA BATIMENT 4,CAEN,"14118","14000",-0.38076,49.190332,"14",Normandie
A12- Espaces naturels et espaces verts,"A- Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",A1203-Agent / Agente d'entretien des espaces verts,AI,7585,1,7585,1642,1642,"57, Avenue d'Uxellodunum","",VAYRAC,"46330","46110",1.703172,44.953601,"46",Occitanie
K13- Aide à la vie quotidienne,K- Services à la personne et à la collectivité,K1304-Employé familial / Employée familiale de maison,AI,4005,2,4005,1544,1544,"7 Chemin du Marais (Siège)","",MAISSE,"91629","91720",2.391353,48.39341,"91",Île-de-France
M15- Ressources humaines,M- Support à l'entreprise,M1502-Chargé / Chargée de recrutement,EITI,11713,1,11713,6773,6773,"48 boulevard Cosmao Dumanoir","",LORIENT,"56121","56100",-3.366816,47.754065,"56",Bretagne
K13- Aide à la vie quotidienne,K- Services à la personne et à la collectivité,K1304-Employé familial / Employée familiale de maison,AI,31,2,31,702,702,"144 Rue Marcel Hanard","",ST LAURENT BLANGY,"62753","62223",2.801051,50.29946,"62",Hauts-de-France
I12- Entretien technique,I- Installation et Maintenance,I1203-Agent / Agente d'entretien du bâtiment,AI,4342,1,4342,1605,1605,"3 Rue de la Gare","",ST LOUIS,"68297","68300",7.556583,47.59145,"68",Grand Est
K23- Propreté et environnement urbain,K- Services à la personne et à la collectivité,K2304-Agent / Agente de tri des déchets,ACI,6461,1,6461,2599,2599,ZA Le Rival haut,"",LAFRANCAISE,"82195","82130",1.241878,44.127781,"82",Occitanie
F16- Second oeuvre,"F- Construction, Bâtiment et Travaux publics",F1613-Étancheur / Étancheuse,ETTI,1647,1,1647,1653,1653,Rue des Moulins Bleus,"",L ETOILE,"80296","80830",2.041586,50.015976,"80",Hauts-de-France
F16- Second oeuvre,"F- Construction, Bâtiment et Travaux publics",F1611-Façadier / Façadière,ETTI,12216,1,12216,7356,7356,"86 Rue aux Arènes",Centre d’Affaires OfficeStation,METZ,"57463","57000",6.176515,49.106705,"57",Grand Est
A14- Production,"A- Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",A1418-Viticulteur / Viticultrice,AI,7367,1,7367,687,687,"1 Boulevard Gallieni","",AUXERRE,"89024","89000",3.550769,47.795362000000004,"89",Bourgogne-Franche-Comté
A12- Espaces naturels et espaces verts,"A- Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",A1203-Agent / Agente d'entretien des espaces verts,AI,9503,1,9503,812,812,"43 bis Allées Alphonse Karr","",CHALONS EN CHAMPAGNE,"51108","51000",4.367904,48.94784,"51",Grand Est
K23- Propreté et environnement urbain,K- Services à la personne et à la collectivité,K2304-Agent / Agente de tri des déchets,EI,10040,1,10040,5591,5591,"Rte de Montpellier,",DOMAINE DE BELBEZET,LODEVE,"34142","34700",3.32378,43.718227,"34",Occitanie
H33- Préparation et conditionnement,H- Industrie,H3302-Agent / Agente de conditionnement,ETTI,1524,1,1524,4158,4158,C/O AFPA - 2 Rue Gaston Planté,"",CHARTRES,"28085","28000",1.5181169999999997,48.44197699999999,"28",Centre-Val de Loire
"I16- Véhicules, engins, aéronefs",I- Installation et Maintenance,I1607-Mécanicien / Mécanicienne motocycles,ACI,4258,1,4258,508,508,"13 Rue du Four","",PONT A MOUSSON,"54431","54700",6.055707,48.900424,"54",Grand Est
K23- Propreté et environnement urbain,K- Services à la personne et à la collectivité,K2303-Ripeur / Ripeuse,EI,4070,1,4070,2393,2393,"1 Rue Robert-houdin","",PARIS 11,"75056","75011",2.375857,48.870186,"75",Île-de-France
J13- Professionnels médico-techniques,J- Santé,J1301-Agent / Agente de service hospitalier (ASH),AI,6897,1,6897,965,965,"26 Promenade du Grand Large","",ANGLET,"64024","64600",-1.540937,43.497785,"64",Nouvelle-Aquitaine
F16- Second oeuvre,"F- Construction, Bâtiment et Travaux publics",F1605-Électricien / Électricienne réseaux,ETTI,1777,1,1777,1794,1794,"223 av du général Leclerc","",NANCY,"54395","54000",6.170127,48.669746,"54",Grand Est
F17- Travaux et gros oeuvre,"F- Construction, Bâtiment et Travaux publics",F1701-Coffreur / Coffreuse,ETTI,10927,2,10927,6182,6182,"2 rue Jacques de Thézac","",VANNES,"56260","56000",-2.774924,47.659095,"56",Bretagne
"N11- Magasinage, manutention des charges et déménagement",N- Transport et Logistique,N1101-Cariste,ETTI,1360,1,1360,1349,1349,"2 Rue de Bourgogne","",MOULINS,"03190","03000",3.335383,46.566316,"03",Auvergne-Rhône-Alpes
F17- Travaux et gros oeuvre,"F- Construction, Bâtiment et Travaux publics",F1704-Manœuvre bâtiment,ETTI,9971,1,9971,4812,4812,"20 bis rue du Ventoue","",LAMBALLE ARMOR,"22093","22400",-2.549792,48.468887,"22",Bretagne
G16- Production culinaire,"G- Hôtellerie-Restauration, Tourisme, Loisirs et Animation",G1602-Commis / Commise de cuisine,AI,5510,1,5510,2029,2029,"349 Rue de Parsberg","",VIC LE COMTE,"63457","63270",3.23762,45.64166799999998,"63",Auvergne-Rhône-Alpes
G16- Production culinaire,"G- Hôtellerie-Restauration, Tourisme, Loisirs et Animation",G1603-Équipier polyvalent / Équipière polyvalente de restauration rapide,EI,11281,1,11281,3845,3845,"1992 Parc d’Activites Colin Nord","",PETIT BOURG,"97118","97170",-61.609079,16.200443,"971",Guadeloupe
D11- Commerce alimentaire et métiers de bouche,"D- Commerce, Vente et Grande distribution",D1101-Boucher / Bouchère,ETTI,2160,1,2160,2190,2190,Espace Dillon 3000,"17, Rue Georges EUCHARIS",FORT DE FRANCE,"97209","97200",-61.048081,14.606447999999995,"972",Martinique
A12- Espaces naturels et espaces verts,"A- Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",A1203-Agent / Agente d'entretien des espaces verts,AI,4279,1,4279,706,706,"25 Route d'Issenheim","",SOULTZ HAUT RHIN,"68315","68360",7.229278,47.896249,"68",Grand Est
"N11- Magasinage, manutention des charges et déménagement",N- Transport et Logistique,N1105-Manutentionnaire,AI,42,1,42,583,583,"83 route de Béthune","",STE CATHERINE,"62744","62223",2.761398,50.314304,"62",Hauts-de-France
K13- Aide à la vie quotidienne,K- Services à la personne et à la collectivité,K1301-Accompagnateur médicosocial / Accompagnatrice médicosociale,AI,7353,1,7353,1635,1635,"3 RUE PAUL SAGE","",LA TOUR DU PIN,"38509","38110",5.445208,45.564773,"38",Auvergne-Rhône-Alpes
H34- Traitements thermiques et traitements de surfaces,H- Industrie,H3401-Opérateur / Opératrice de traitement d'abrasion de surface,ACI,8165,1,8165,1337,1337,"51 Route de Torigni",CAUMONT-L'EVENTE,CAUMONT SUR AURE,"14143","14240",-0.817064,49.087752,"14",Normandie
F16- Second oeuvre,"F- Construction, Bâtiment et Travaux publics",F1606-Peintre en bâtiment,AI,69,1,69,1234,1234,"23 bis Rue Marcel Delaplace","",ARQUES,"62040","62510",2.297642,50.735169,"62",Hauts-de-France
G12- Animation d'activités de loisirs,"G- Hôtellerie-Restauration, Tourisme, Loisirs et Animation",G1203-Animateur / Animatrice auprès des jeunes,AI,5207,3,5207,2368,2368,"11 Route de Salins","",OUNANS,"39399","39380",5.668356,46.994091,"39",Bourgogne-Franche-Comté
A12- Espaces naturels et espaces verts,"A- Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",A1203-Agent / Agente d'entretien des espaces verts,AI,10446,1,10446,1934,1934,"34 Rue Paul Ligneul",siège,LE MANS,"72181","72000",0.191126,47.997379,"72",Pays de la Loire
F17- Travaux et gros oeuvre,"F- Construction, Bâtiment et Travaux publics",F1702-Ouvrier / Ouvrière en voiries,ETTI,3829,1,3829,1652,1652,Rue du Chemin des Dames,"",BRUAY LA BUISSIERE,"62178","62700",2.55245,50.495041,"62",Hauts-de-France
H33- Préparation et conditionnement,H- Industrie,H3302-Agent / Agente de conditionnement,ETTI,1607,1,1607,1607,1607,"20 AVENUE COLONEL TEYSSIER","",ALBI,"81004","81000",2.151403,43.924699,"81",Occitanie
"N11- Magasinage, manutention des charges et déménagement",N- Transport et Logistique,N1103-Préparateur / Préparatrice de commandes,ETTI,4616,1,4616,4430,4430,"12 AV GEORGES GERSHWIN",ACTO INSERTION,RIOM,"63473","63200",3.1371949999999997,45.894460999999986,"63",Auvergne-Rhône-Alpes
F17- Travaux et gros oeuvre,"F- Construction, Bâtiment et Travaux publics",F1704-Manœuvre bâtiment,ETTI,11958,1,11958,6992,6992,"52 AVENUE GABRIEL PERI","",GENNEVILLIERS,"92036","92230",2.29598,48.916124,"92",Île-de-France
K23- Propreté et environnement urbain,K- Services à la personne et à la collectivité,K2304-Agent / Agente de tri des déchets,ACI,5756,1,5756,2126,2126,ZA LES LEBREYRES,FOND ARMEE DU SALUT,LE CHAMBON SUR LIGNON,"43051","43400",4.306594,45.067558,"43",Auvergne-Rhône-Alpes
"N11- Magasinage, manutention des charges et déménagement",N- Transport et Logistique,N1103-Préparateur / Préparatrice de commandes,ETTI,2160,1,2160,2190,2190,Espace Dillon 3000,"17, Rue Georges EUCHARIS",FORT DE FRANCE,"97209","97200",-61.048081,14.606447999999995,"972",Martinique
F17- Travaux et gros oeuvre,"F- Construction, Bâtiment et Travaux publics",F1704-Manœuvre bâtiment,ACI,7846,1,7846,953,953,Rue Francois Arago,ZAC de la Blavetière,PORNIC,"44131","44210",-2.068097,47.115174,"44",Pays de la Loire
A14- Production,"A- Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",A1414-Horticulteur / Horticultrice,ACI,10174,1,10174,1474,1474,Le bourg,"",LA ROCHEFOUCAULD EN ANGOUMOIS,"16372","16380",0.509818,45.600787,"16",Nouvelle-Aquitaine
"N11- Magasinage, manutention des charges et déménagement",N- Transport et Logistique,N1105-Manutentionnaire,ETTI,3392,1,3392,3459,3459,"9 rue descartes",ZI SAINTE AGATHE,FLORANGE,"57221","57190",6.123525,49.313919,"57",Grand Est
"N11- Magasinage, manutention des charges et déménagement",N- Transport et Logistique,N1105-Manutentionnaire,ETTI,3592,1,3592,3954,3954,"8 B rue Général Cerez","",LIMOGES,"87085","87000",1.259243,45.833365,"87",Nouvelle-Aquitaine
F15- Montage de structures,"F- Construction, Bâtiment et Travaux publics",F1501-Poseur / Poseuse de charpentes ou constructions bois,ETTI,2142,1,2142,2175,2175,Rue Jean Loup Chretien,Zone Kennedy,TARBES,"65440","65000",0.089711,43.217889,"65",Occitanie
K23- Propreté et environnement urbain,K- Services à la personne et à la collectivité,K2304-Agent / Agente de tri des déchets,ETTI,12178,1,12178,7167,7167,"2 Rue du General Raymond Chomel",MARLIERE,FOURMIES,"59249","59610",4.031979,50.020495,"59",Hauts-de-France
F17- Travaux et gros oeuvre,"F- Construction, Bâtiment et Travaux publics",F1704-Manœuvre bâtiment,ETTI,2702,4,2702,2756,2756,Pôle Suartello 2 - Route de Mezzavia,"",AJACCIO,"2A004","20090",8.770507,41.950013,"2A",Corse
K13- Aide à la vie quotidienne,K- Services à la personne et à la collectivité,K1304-Employé familial / Employée familiale de maison,AI,9846,2,9846,580,580,"52 Rue Eugène Gouin","",FONDETTES,"37109","37230",0.600625,47.404633,"37",Centre-Val de Loire
M16- Secrétariat et assistance,M- Support à l'entreprise,M1601-Chargé / Chargée d'accueil,EI,9936,1,9936,5173,5173,"660 Chemin du Buissonnay","",LUMBIN,"38214","38660",5.916298,45.309024,"38",Auvergne-Rhône-Alpes
A12- Espaces naturels et espaces verts,"A- Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",A1203-Agent / Agente d'entretien des espaces verts,ACI,7739,1,7739,4693,4693,Avenue de Dillon,"6 LOT LES FLAMBOYANTS",FORT DE FRANCE,"97209","97200",-61.045922,14.607645,"972",Martinique
G16- Production culinaire,"G- Hôtellerie-Restauration, Tourisme, Loisirs et Animation",G1601-Chef / Cheffe de cuisine,ETTI,11958,1,11958,6992,6992,"52 AVENUE GABRIEL PERI","",GENNEVILLIERS,"92036","92230",2.29598,48.916124,"92",Île-de-France
K13- Aide à la vie quotidienne,K- Services à la personne et à la collectivité,K1304-Employé familial / Employée familiale de maison,AI,5127,1,5127,671,671,Centre jean moulin,"",VALDOIE,"90103","90300",6.839356,47.664579,"90",Bourgogne-Franche-Comté
H14- Méthodes et gestion industrielles,H- Industrie,H1404-Technicien / Technicienne méthodes,ETTI,2645,1,2645,3619,3619,"1 Rue Kepler","",CLERMONT FERRAND,"63113","63100",3.120929,45.779708,"63",Auvergne-Rhône-Alpes
F17- Travaux et gros oeuvre,"F- Construction, Bâtiment et Travaux publics",F1704-Manœuvre bâtiment,ETTI,2664,1,2664,2718,2718,"423 rue Jean Dausset","",AVIGNON,"84007","84000",4.894891,43.915533,"84",Provence-Alpes-Côte d'Azur
H33- Préparation et conditionnement,H- Industrie,H3302-Agent / Agente de conditionnement,ACI,4760,1,4760,889,889,"9 rue du biest","",HAZEBROUCK,"59295","59190",2.536041,50.714729,"59",Hauts-de-France
K13- Aide à la vie quotidienne,K- Services à la personne et à la collectivité,K1304-Employé familial / Employée familiale de maison,AI,6980,1,6980,1677,1677,"19 Rue du Docteur Larquier","",HAGETMAU,"40119","40700",-0.59426,43.655259,"40",Nouvelle-Aquitaine
G16- Production culinaire,"G- Hôtellerie-Restauration, Tourisme, Loisirs et Animation",G1602-Commis / Commise de cuisine,AI,9354,2,9354,1948,1948,"18 C rue Sadi Carnot","",ST DENIS,"97407","97420",55.29327,-20.93715,"974",La Réunion
F17- Travaux et gros oeuvre,"F- Construction, Bâtiment et Travaux publics",F1701-Coffreur / Coffreuse,ETTI,7301,1,7301,4161,4161,"2 Rue du Portugal","28 Place Charles de Gaulle",VICHY,"03310","03200",3.425822,46.12562700000001,"03",Auvergne-Rhône-Alpes
F17- Travaux et gros oeuvre,"F- Construction, Bâtiment et Travaux publics",F1704-Manœuvre bâtiment,ETTI,2457,2,2457,2502,2502,"50 Boulevard Saint Louis","",LE PUY EN VELAY,"43157","43000",3.880312,45.044016,"43",Auvergne-Rhône-Alpes
F16- Second oeuvre,"F- Construction, Bâtiment et Travaux publics",F1602-Électricien / Électricienne du bâtiment,EI,7738,1,7738,4677,4677,"485D Route de la Distillerie",COGNEAU-LAMIRANDE,MATOURY,"97307","97351",-52.326265,4.873143,"973",Guyane
K13- Aide à la vie quotidienne,K- Services à la personne et à la collectivité,K1303-Garde d'enfant à domicile,AI,4795,1,4795,1182,1182,"5 Rue de Calais","",NOAILLES,"60462","60430",2.199789,49.329644,"60",Hauts-de-France
G16- Production culinaire,"G- Hôtellerie-Restauration, Tourisme, Loisirs et Animation",G1603-Équipier polyvalent / Équipière polyvalente de restauration rapide,ETTI,6643,2,6643,3863,3863,"48, rue de la Charité","",LE FLEIX,"16015","16000",0.120707,45.647758,"16",Nouvelle-Aquitaine
K13- Aide à la vie quotidienne,K- Services à la personne et à la collectivité,K1304-Employé familial / Employée familiale de maison,AI,5130,1,5130,689,689,"5bis rue Anatole France","",HERICOURT,"70285","70400",6.762267,47.576844,"70",Bourgogne-Franche-Comté
G16- Production culinaire,"G- Hôtellerie-Restauration, Tourisme, Loisirs et Animation",G1606-Cuisinier / Cuisinière de collectivité,ETTI,11044,1,11044,6645,6645,"552 Avenue de Limoges","",NIORT,"79191","79000",-0.409867,46.317542,"79",Nouvelle-Aquitaine
F17- Travaux et gros oeuvre,"F- Construction, Bâtiment et Travaux publics",F1704-Manœuvre bâtiment,ETTI,3854,2,3854,1771,1771,"7 Rue de Vendée","",BREST,"29019","29200",-4.512545,48.40424,"29",Bretagne
F16- Second oeuvre,"F- Construction, Bâtiment et Travaux publics",F1602-Électricien / Électricienne du bâtiment,ETTI,9511,1,9511,2454,2454,"15 ter rue de la baie","",LE PORT,"97415","97460",55.267943,-21.010049,"974",La Réunion
F16- Second oeuvre,"F- Construction, Bâtiment et Travaux publics",F1608-Carreleur / Carreleuse,AI,8489,1,8489,381,381,"13 Rue du Moulin à Tan","",LISIEUX,"14366","14100",0.22357,49.144436,"14",Normandie
F16- Second oeuvre,"F- Construction, Bâtiment et Travaux publics",F1611-Façadier / Façadière,AI,1383,1,1383,1373,1373,Rue du General de Gaulle,"",RINXENT,"62711","62720",1.739051,50.804811,"62",Hauts-de-France
G16- Production culinaire,"G- Hôtellerie-Restauration, Tourisme, Loisirs et Animation",G1607-Employé / Employée de restauration collective,AI,6889,1,6889,858,858,"12 Rue Victor Hugo","",BARBEZIEUX ST HILAIRE,"16028","16300",-0.154394,45.47149,"16",Nouvelle-Aquitaine
F17- Travaux et gros oeuvre,"F- Construction, Bâtiment et Travaux publics",F1704-Manœuvre bâtiment,ETTI,9634,2,9634,1908,1908,"43 Allée Alphonse Karr","",CHALONS EN CHAMPAGNE,"51108","51000",4.367948,48.948034,"51",Grand Est
K22- Nettoyage et propreté industriels,K- Services à la personne et à la collectivité,K2204-Agent / Agente de nettoyage industriel,ETTI,2645,1,2645,3619,3619,"1 Rue Kepler","",CLERMONT FERRAND,"63113","63100",3.120929,45.779708,"63",Auvergne-Rhône-Alpes
H33- Préparation et conditionnement,H- Industrie,H3303-Cuisinier / Cuisinière en industrie chimique,ETTI,2731,1,2731,4084,4084,"218 Rue Fléming",CENTRE FLEMING,BETHUNE,"62119","62400",2.647975,50.542874,"62",Hauts-de-France
"H29- Mécanique, travail des métaux et outillage",H- Industrie,H2912-Régleur / Régleuse d'équipements industriels,ETTI,2008,1,2008,2034,2034,"23 A rue du Galtz","",COLMAR,"68066","68000",7.355073,48.08451,"68",Grand Est
K21- Formation initiale et continue,K- Services à la personne et à la collectivité,K2104-Surveillant / Surveillante en milieu scolaire,AI,5813,1,5813,645,645,"26C Route de la Justice","",GAP,"05061","05000",6.105558,44.56537,"05",Provence-Alpes-Côte d'Azur
N41- Personnel de conduite du transport routier,N- Transport et Logistique,N4101-Conducteur / Conductrice de poids lourd,ETTI,10576,1,10576,5982,5982,"511 Avenue Charles de Gaulle","",BELLEY,"01034","01300",5.696203,45.75897,"01",Auvergne-Rhône-Alpes
N41- Personnel de conduite du transport routier,N- Transport et Logistique,N4105-Chauffeur-livreur / Chauffeuse-livreuse,ACI,5866,1,5866,1602,1602,"4 Route de Gap","",LARAGNE MONTEGLIN,"05070","05300",5.825971,44.316656,"05",Provence-Alpes-Côte d'Azur
G16- Production culinaire,"G- Hôtellerie-Restauration, Tourisme, Loisirs et Animation",G1607-Employé / Employée de restauration collective,AI,5723,1,5723,601,601,"7 Avenue des Ecoles","",ST MAURICE DE BEYNOST,"01376","01700",4.976412,45.830193,"01",Auvergne-Rhône-Alpes
A14- Production,"A- Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",A1407-Éleveur / Éleveuse de bovins,ETTI,1327,2,1327,1315,1315,Immeuble de la Chambre d'Agriculture - Chemin de la Bretèque,CS 50934,BOIS GUILLAUME,"76517","76230",1.108861,49.482383,"76",Normandie
K13- Aide à la vie quotidienne,K- Services à la personne et à la collectivité,K1303-Garde d'enfant à domicile,AI,5418,1,5418,1076,1076,"8 Rue Louis Armand",BP 872,ANNECY,,"74016",6.130387,45.918557999999976,"74",Auvergne-Rhône-Alpes
F11- Conception et études,"F- Construction, Bâtiment et Travaux publics",F1109-Assistant / Assistante géomètre,ETTI,1484,1,1484,1484,1484,"26 boulevard Waldeck Rousseau","",ST BRIEUC,"22278","22000",-2.757234,48.509904,"22",Bretagne
"H29- Mécanique, travail des métaux et outillage",H- Industrie,H2914-Tuyauteur / Tuyauteuse,ETTI,2986,1,2986,3049,3049,"22 Rue Ferdinand Forest",Immeuble LOMBA,BAIE MAHAULT,"97103","97122",-61.563957,16.240671,"971",Guadeloupe
H26- Electronique et électricité,H- Industrie,H2604-Assembleur / Assembleuse en produits électriques et électroniques,ETTI,12200,1,12200,7175,7175,"11 Avenue du 8 septembre 1944","",BEAUNE,"53130","21200",4.845345,47.023674,"21",Bourgogne-Franche-Comté
A12- Espaces naturels et espaces verts,"A- Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",A1203-Agent / Agente d'entretien des espaces verts,ETTI,11446,1,11446,6586,6586,"1 bis Rue d'Ouessant","",ST GREGOIRE,"35278","35760",-1.6880570000000001,48.15685399999998,"35",Bretagne
N41- Personnel de conduite du transport routier,N- Transport et Logistique,N4101-Conducteur / Conductrice de poids lourd,ETTI,1572,1,1572,3767,3767,"16, rue du Petit Bois","",CHARLEVILLE MEZIERES,"08105","08000",4.722681,49.773079,"08",Grand Est
A14- Production,"A- Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",A1411-Éleveur / Éleveuse de porcins,ETTI,11217,1,11217,6617,6617,"13 rue des Grands Champs","",ANCENIS ST GEREON,"44003","44150",-1.17944,47.372001,"44",Pays de la Loire
K22- Nettoyage et propreté industriels,K- Services à la personne et à la collectivité,K2204-Agent / Agente de nettoyage industriel,AI,6710,1,6710,1596,1596,"78, Route de Chinon","",RICHELIEU,"37196","37120",0.322813,47.035535,"37",Centre-Val de Loire
D14- Force de vente,"D- Commerce, Vente et Grande distribution",D1409-Assistant / Assistante administration des ventes,ETTI,2373,1,2373,2411,2411,"6 Rue de l'Argentique","",FRAGNES LA LOYERE,"71204","71530",4.854971999999999,46.82179399999999,"71",Bourgogne-Franche-Comté
K23- Propreté et environnement urbain,K- Services à la personne et à la collectivité,K2303-Ripeur / Ripeuse,ACI,6049,1,6049,3579,3579,Lot Artisanal Stiletto,"",AJACCIO,"2A004","20090",8.767787,41.94803999999999,"2A",Corse
F16- Second oeuvre,"F- Construction, Bâtiment et Travaux publics",F1616-Poseur / Poseuse de menuiseries extérieures,ETTI,2570,1,2570,2623,2623,"1 Avenue de l'Angevinière","",ST HERBLAIN,"44162","44800",-1.6083379999999998,47.24472899999999,"44",Pays de la Loire
"I13- Equipements de production, équipements collectifs",I- Installation et Maintenance,I1309-Électricien / Électricienne de maintenance,ETTI,11377,1,11377,6722,6722,"7 rue Emile Souvestre","",PONTIVY,"56178","56300",-2.966492,48.06831,"56",Bretagne
G16- Production culinaire,"G- Hôtellerie-Restauration, Tourisme, Loisirs et Animation",G1601-Chef / Cheffe de cuisine,AI,6090,1,6090,1500,1500,"20 Avenue Meunier","",MOULINS,"03190","03000",3.336597,46.559347,"03",Auvergne-Rhône-Alpes
"N11- Magasinage, manutention des charges et déménagement",N- Transport et Logistique,N1105-Manutentionnaire,ETTI,3873,1,3873,2047,2047,"Les Avenus des Paluds, 13400 Aubagne","ZI Centre Agora, Bât. B",AUBAGNE,"13005","13400",5.599144,43.288927,"13",Provence-Alpes-Côte d'Azur
"N11- Magasinage, manutention des charges et déménagement",N- Transport et Logistique,N1105-Manutentionnaire,AI,8289,1,8289,766,766,Les Grands Clos (Pordic),Espace Azur,PORDIC,"22356","22590",-2.823619,48.571431,"22",Bretagne
F16- Second oeuvre,"F- Construction, Bâtiment et Travaux publics",F1620-Installateur / Installatrice chauffage et climatisation,ETTI,2033,1,2033,2063,2063,"6 Avenue de la Libération","",UZES,"30334","30700",4.417036,44.011723,"30",Occitanie
"N11- Magasinage, manutention des charges et déménagement",N- Transport et Logistique,N1105-Manutentionnaire,ETTI,6111,1,6111,5119,5119,"289 avenue Maréchal Foch","",ORANGE,"84135","84100",4.804425,44.149879,"84",Provence-Alpes-Côte d'Azur
F16- Second oeuvre,"F- Construction, Bâtiment et Travaux publics",F1606-Peintre en bâtiment,ETTI,1484,1,1484,1484,1484,"26 boulevard Waldeck Rousseau","",ST BRIEUC,"22278","22000",-2.757234,48.509904,"22",Bretagne
K23- Propreté et environnement urbain,K- Services à la personne et à la collectivité,K2304-Agent / Agente de tri des déchets,EI,9398,2,9398,5150,5150,"479 Avenue de Roumanille",HAPA Ressourcerie,APT,"84003","84400",5.373645,43.888514,"84",Provence-Alpes-Côte d'Azur
"I13- Equipements de production, équipements collectifs",I- Installation et Maintenance,I1304-Technicien / Technicienne de maintenance industrielle,ETTI,1633,1,1633,1637,1637,"21 Avenue Charles Périé","",MAURIAC,"15120","15200",2.336109,45.219706,"15",Auvergne-Rhône-Alpes
K23- Propreté et environnement urbain,K- Services à la personne et à la collectivité,K2304-Agent / Agente de tri des déchets,ETTI,10038,1,10038,5496,5496,"1 Bis Rue Joseph Cugnot",ZI CAMPAGNE NORD,PORT JEROME SUR SEINE,"76622","76330",0.583745,49.480835,"76",Normandie
"I16- Véhicules, engins, aéronefs",I- Installation et Maintenance,I1604-Mécanicien / Mécanicienne automobile,EI,7960,1,7960,2930,2930,"50 Boulevard Charles de Gaulle","",TRELAZE,"49353","49800",-0.479505,47.453502,"49",Pays de la Loire
